rating,genre,score,votes,budget,gross,runtime,release_country,release_date,score_bin
6,0,1.3081651144059008,0.8091117019707166,-0.552732352481092,-0.1849129445458396,-0.5258620263708855,36,1982-05-21,2
6,1,2.024659445679429,1.2784442030669352,-0.6861630492403497,-0.319053813241627,2.3439284231008313,36,1982-02-10,2
6,4,0.5916707831323742,0.0946055062719959,-0.24139406004282418,0.49377734827018765,0.015607869755853522,36,1981-06-26,2
6,6,1.1034524483277508,-0.19259796454807812,-0.6861630492403497,-0.43329984861005627,0.9902536827839837,36,1983-10-28,2
4,0,-0.12482354814115326,-0.14356322562757767,0.11442113131519616,0.34932068656889,-0.5800090159835594,36,1981-06-19,1
6,0,1.1034524483277508,-0.19259796454807812,-0.44154010518171066,-0.3189961183295972,0.9361066931713098,36,1981-03-27,2
6,6,-1.4554558776491322,-0.3284942409848936,-0.6861630492403497,-0.08773457067691603,0.5570777658825925,36,1981-07-17,0
4,1,0.6940271161714491,0.03856580464856682,-0.4637785546415869,0.021018532436003153,0.23219582820654913,36,1981-11-06,2
4,4,0.4893144500932983,-0.352311114174851,-0.6861630492403497,0.10977576179059002,0.06975485936852742,36,1981-05-22,1
6,10,-0.22717988118022914,0.045570767351495456,-0.630566925590659,-0.20633894511480913,-1.0131849328849505,36,1981-05-01,1
6,10,0.4893144500932983,-0.024478859677790888,-0.6861630492403497,-0.28889916385814735,-0.14683309908216818,36,1981-01-14,1
4,0,0.38695811705422334,0.2767345365481404,0.5591901205127215,0.15807227286523878,1.1526946516220054,36,1981-06-26,1
6,10,0.1822454509760725,0.1576501705983536,-0.5749708019409683,-0.1643695362711472,-0.7424499848215811,36,1981-10-30,1
4,6,0.4893144500932983,-0.26264759157736445,-0.06348646436381403,-0.05069508689605325,1.0985476620093315,36,1981-12-25,1
4,3,1.0010961152886748,-0.2346277407656499,0.7370977161917318,-0.0008454715183761793,4.834689945283831,36,1981-12-25,2
4,6,1.3081651144059008,-0.17858803914222085,-0.6861630492403497,0.8680777098413806,0.1780488385938752,36,1982-02-12,2
1,2,1.0010961152886748,0.22769979762763995,-0.1524402622033191,0.25326244636711687,-1.2297728913356463,36,1981-07-10,2
4,3,0.8987397822495999,0.010545953836852286,-0.44154010518171066,0.20752027042523777,1.0444006723966577,36,1982-04-09,2
4,6,0.5916707831323742,-0.29767240509200765,-0.1524402622033191,0.0028360783711478825,0.5570777658825925,36,1981-12-18,2
0,1,-2.9908008732352624,-0.3446056552016295,-0.3970632062619581,-0.042884667088041735,0.5029307762699187,36,1981-07-24,0
4,6,0.38695811705422334,-0.17858803914222085,-0.24139406004282418,-0.32603863086220514,0.5570777658825925,36,1981-07-31,1
4,4,0.5916707831323742,-0.19259796454807812,-0.3748247568020818,0.6057167324658516,-0.4717150367582116,36,1981-07-17,2
4,3,1.5128777804840514,-0.24863766617150718,-0.6861630492403497,-0.44550690924436304,0.23219582820654913,36,1981-10-11,2
4,4,-0.5342488802974549,-0.33059572979577223,-0.6861630492403497,-0.26973674425752464,-0.796596974434255,36,1981-04-17,0
6,10,0.28460178401514746,-0.30467736779493626,-0.552732352481092,-0.3151934410612955,-0.6341560055962333,36,1981-10-09,1
